b4613:	0.0281853138101
b3928:	0.0278065567246
b3737:	0.027120125099
b4045:	0.0267955242774
b1304:	0.026617706229
b0492:	0.0265237811986
b3858:	0.0263147523678
b4618:	0.0262621718976
b0010:	0.0262507157007
b1736:	0.0262306108867
b3101:	0.0262282593543
b1226:	0.0261805689982
b3559:	0.0261681617875
b4255:	0.0261537602552
b0466:	0.0260913557246
b0436:	0.0260890090866
b1939:	0.0260565565592
b2614:	0.0260403458326
b0471:	0.0260387164121
b2387:	0.0260382771156
b3602:	0.0260199227811
b3774:	0.0260169699582
b4143:	0.0259850823919
b1920:	0.0259689365428
b4391:	0.0259578653694
b0954:	0.0259061854188
b0185:	0.0258977051512
b3162:	0.0258966618879
b2476:	0.0258673207551
b3067:	0.0258626753472
b3908:	0.0258469328643
b2904:	0.0258278530838
b3401:	0.0258072300008
b4381:	0.025791874973
b1654:	0.025777661957
b2019:	0.025774498168
b3726:	0.025760858903
b0727:	0.0257569106453
b4207:	0.0257411765376
b3169:	0.0257399012383
b0809:	0.0256992202766
b4388:	0.0256691195108
b0172:	0.0256537357241
b3348:	0.0256488420233
b3092:	0.0256263262218
b3181:	0.0256201958399
b0059:	0.0256184270972
b1117:	0.0255989295727
b0422:	0.0255837588822
b3312:	0.025575944207
b0008:	0.025571564114
b0473:	0.0255666840415
b2722:	0.0255591914844
b2699:	0.0255580046803
b2167:	0.0255508430977
b0728:	0.0255455163226
b3464:	0.0255441992302
b3236:	0.0255392113911
b3931:	0.0255230669055
b0197:	0.0255228424688
b3807:	0.0255119526549
b0014:	0.0255072832575
b3318:	0.0255070048438
b0237:	0.0254862735099
b1850:	0.0254770287242
b3925:	0.0254729880517
b4323:	0.0254651652388
b2579:	0.0254614349415
b0415:	0.0254604970222
b0125:	0.0254581580938
b0438:	0.0254473921311
b1651:	0.0254450377651
b3167:	0.0254433383967
b3644:	0.0254403350544
b2069:	0.0254359026813
b0441:	0.0254271081899
b0393:	0.0254248098477
